generation,,A1,A2,,N1,N2,,sp1_p1,sp1_p1sd,sp1_t1,sp1_t1sd,sp1_q1,sp1_q1sd,,sp2_p1,sp2_p1sd,sp2_t1,sp2_t1sd,sp2_q1,sp2_q1sd,,sp1sp1, sp1sp2, sp2sp2, sp2sp1,hybrid,,BDM_0,BDM_1,BDM_2,BDM_3,BDM_4,BDM_5,BDM_6,BDM_7,BDM_8,BDM_9,BDM_10,BDM_11,BDM_12,BDM_13,BDM_14,BDM_15,BDM_16,BDM_17,BDM_18,BDM_19,,hy_0,hy_1,hy_2,hy_3,hy_4,hy_5,hy_6,hy_7,hy_8,hy_9,hy_10,hy_11,hy_12,hy_13,hy_14,hy_15,hy_16,hy_17,hy_18,hy_19,,p1_0,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p1_11,p1_12,p1_13,p1_14,p1_15,p1_16,p1_17,p1_18,p1_19,,t1_0,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t1_8,t1_9,t1_10,t1_11,t1_12,t1_13,t1_14,t1_15,t1_16,t1_17,t1_18,t1_19,,signal1_p1,signal1_p1sd,signal1_t1,signal1_t1sd, signal1_r{p_t}, signal1_r{bdm_p}, signal1_r{bdm_t}, signal1_Mean_p_mother,signal1_ sd_p_mother, signal1_Mean_t_father,signal1_ sd_t_father, signal1_r{p_mother_t_father},,,
6500,,-0.304108,0.323928,,7186,7163,,0.425097,0.0479378,2.58526,0.162331,0.142054,0.37712,,0.452803,0.0575597,2.72833,0.210209,0.143096,0.374596,,7118,100,7091,109,582,,0,0,0,0.000133333,0,0,0.000133333,0.00426667,0.0217333,0.176533,0.812133,0.978,0.997333,0.9992,1,0.999867,1,1,1,0.999867,,0,0,0,0.00133333,0,0,0.00133333,0.02,0.0626667,0.328,0.374667,0.064,0.0106667,0.00266667,0,0.00133333,0,0,0,0.00133333,,0.431533,0.430267,0.429033,0.4254,0.422133,0.419767,0.4196,0.426133,0.425733,0.425333,0.452367,0.459333,0.464267,0.462,0.458067,0.445367,0.450933,0.4461,0.4417,0.443633,,2.5878,2.5768,2.5774,2.5864,2.572,2.5744,2.6008,2.6066,2.5892,2.6174,2.7098,2.762,2.7606,2.7322,2.7304,2.737,2.7342,2.7222,2.691,2.6842,,0.438935,0.0548812,2.65762,0.200763,0.1221,0.249334,0.350746,0.440407,0.0547217,2.65844,0.200104,0.136191,,0.143333,0.141856
6750,,-0.563228,0.632926,,7177,7193,,0.409719,0.050868,2.54055,0.147625,0.134318,0.360653,,0.46042,0.0549623,2.81549,0.230684,0.125678,0.351989,,7110,99,7134,106,551,,0,0,0,0.000133333,0.000266667,0.000133333,0.0008,0.00573333,0.0224,0.186933,0.826667,0.9752,0.9976,0.9996,1,0.999867,0.999867,1,0.999867,1,,0,0,0,0.00133333,0.00266667,0.00133333,0.00266667,0.0146667,0.068,0.344,0.317333,0.072,0.00933333,0.00266667,0,0.00133333,0.00133333,0,0.00133333,0,,0.408567,0.4108,0.410267,0.409567,0.410667,0.4095,0.410867,0.404733,0.4125,0.4209,0.450533,0.4537,0.4621,0.4649,0.4674,0.459167,0.4547,0.4574,0.458667,0.467233,,2.5226,2.5172,2.526,2.5548,2.5522,2.5324,2.543,2.5454,2.563,2.6124,2.769,2.7964,2.8458,2.825,2.8368,2.8,2.8134,2.8064,2.8092,2.8118,,0.435208,0.0584551,2.67914,0.23681,0.260837,0.426057,0.572115,0.4349,0.0588252,2.67524,0.232686,0.274012,,0.131067,0.128288
7000,,-0.532516,0.585313,,7179,7256,,0.420107,0.0493886,2.55712,0.149265,0.143892,0.373476,,0.461759,0.0578952,2.81064,0.229857,0.132993,0.364013,,7111,77,7197,68,547,,0,0,0,0,0,0,0,0.0024,0.0210667,0.191067,0.846267,0.983867,0.999333,0.999333,1,1,1,1,1,1,,0,0,0,0,0,0,0,0.0133333,0.08,0.314667,0.282667,0.0506667,0.00666667,0.00533333,0,0,0,0,0,0,,0.425367,0.418633,0.418933,0.423767,0.422233,0.4242,0.4144,0.417733,0.421,0.4196,0.4431,0.4489,0.461233,0.4558,0.4634,0.470367,0.472167,0.470067,0.4639,0.4587,,2.577,2.5664,2.5496,2.5632,2.5524,2.5478,2.5418,2.545,2.5692,2.5938,2.7182,2.7772,2.7956,2.8054,2.8184,2.826,2.826,2.855,2.8196,2.8234,,0.440675,0.0576122,2.68355,0.230658,0.217448,0.355088,0.541453,0.441182,0.0566821,2.68471,0.22805,0.239156,,0.1386,0.13619
7250,,-0.581788,0.662075,,7178,7246,,0.410692,0.051573,2.53836,0.143351,0.146977,0.382637,,0.467368,0.056702,2.82168,0.232855,0.122826,0.345245,,7124,68,7189,93,526,,0,0,0,0,0,0,0.000933333,0.0028,0.0232,0.185067,0.836933,0.976267,0.998267,1,1,1,1,1,1,1,,0,0,0,0,0,0,0.00533333,0.016,0.076,0.333333,0.272,0.0573333,0.008,0,0,0,0,0,0,0,,0.404267,0.404367,0.413667,0.4093,0.413133,0.412033,0.4155,0.4114,0.410267,0.426233,0.4604,0.4653,0.4705,0.4738,0.473233,0.469633,0.463433,0.461233,0.460833,0.4633,,2.5326,2.5314,2.5088,2.5278,2.5432,2.5394,2.5516,2.541,2.5648,2.5848,2.7496,2.8092,2.8216,2.8212,2.8324,2.8494,2.838,2.8458,2.8148,2.7862,,0.439092,0.0609526,2.67968,0.238523,0.286262,0.458152,0.584952,0.438827,0.059794,2.68163,0.238992,0.294063,,0.134667,0.132265
7500,,-0.639304,0.718337,,7177,7225,,0.41193,0.0523505,2.52298,0.140938,0.136547,0.367478,,0.462855,0.0573437,2.83337,0.229169,0.119862,0.342835,,7107,76,7170,89,558,,0,0,0,0.000133333,0,0,0.0004,0.0016,0.0230667,0.187067,0.823733,0.976933,0.997067,0.999867,0.999867,1,1,1,1,1,,0,0,0,0.00133333,0,0,0.004,0.00933333,0.0693333,0.336,0.294667,0.068,0.012,0.00133333,0.00133333,0,0,0,0,0,,0.412367,0.420133,0.415767,0.4148,0.405233,0.403367,0.408033,0.4128,0.4143,0.424,0.4614,0.456267,0.464633,0.459867,0.461733,0.464033,0.4637,0.4595,0.4651,0.4651,,2.5154,2.5112,2.525,2.5068,2.511,2.5268,2.5286,2.5198,2.5402,2.6144,2.7884,2.8126,2.8168,2.8696,2.8412,2.8396,2.8504,2.816,2.8214,2.8312,,0.437607,0.0604682,2.67932,0.244302,0.283142,0.415897,0.624953,0.439342,0.0603526,2.67847,0.24134,0.299854,,0.127333,0.12592
7750,,-0.612,0.660821,,7185,7164,,0.430981,0.052586,2.5357,0.148286,0.136089,0.369116,,0.465362,0.0594585,2.8197,0.221495,0.135399,0.363666,,7118,91,7101,97,593,,0,0,0,0,0,0,0.000133333,0.000933333,0.0172,0.184,0.808,0.982133,0.998133,0.999867,0.9996,0.999733,0.999867,1,1,1,,0,0,0,0,0,0,0.00133333,0.00666667,0.0653333,0.333333,0.38,0.064,0.008,0.00133333,0.004,0.00266667,0.00133333,0,0,0,,0.428267,0.418467,0.4295,0.424667,0.422467,0.430633,0.4346,0.439067,0.4458,0.4453,0.4542,0.461267,0.465133,0.464233,0.466833,0.475633,0.4731,0.4686,0.463733,0.452533,,2.5172,2.4966,2.5138,2.498,2.515,2.5228,2.5498,2.5868,2.5968,2.6264,2.7546,2.8036,2.8376,2.8362,2.8342,2.817,2.8088,2.826,2.8044,2.8158,,0.448202,0.0586605,2.67807,0.234699,0.214004,0.28558,0.592871,0.44801,0.0582727,2.67951,0.234976,0.232677,,0.135667,0.134595
8000,,-0.580249,0.655453,,7184,7182,,0.426072,0.0515867,2.63628,0.185218,0.145741,0.384016,,0.481294,0.0582459,2.90865,0.234308,0.127123,0.355123,,7126,98,7100,92,584,,0,0.000133333,0,0,0,0,0.000133333,0.0028,0.0189333,0.187067,0.8296,0.9768,0.996933,0.999333,1,1,0.999867,0.999867,1,1,,0,0.00133333,0,0,0,0,0.00133333,0.0146667,0.068,0.344,0.316,0.0786667,0.0133333,0.00533333,0,0,0.00133333,0.00133333,0,0,,0.436333,0.4409,0.433433,0.423133,0.4198,0.420933,0.4227,0.418267,0.4237,0.426567,0.467067,0.4741,0.4783,0.478433,0.482467,0.481367,0.482267,0.484733,0.485367,0.486267,,2.6406,2.648,2.6352,2.636,2.6312,2.6354,2.6206,2.6324,2.6348,2.703,2.8632,2.8822,2.898,2.9056,2.9036,2.9164,2.8964,2.8944,2.941,2.938,,0.453307,0.0614063,2.7728,0.250252,0.264105,0.441758,0.534828,0.453478,0.0607463,2.77255,0.24687,0.281043,,0.136,0.136437
8250,,-0.74819,0.851433,,7210,7216,,0.426807,0.0539184,2.62107,0.18818,0.13828,0.370203,,0.485702,0.0635218,2.97167,0.242768,0.12209,0.349698,,7132,57,7149,96,566,,0,0.000133333,0.000133333,0,0.000133333,0,0.000266667,0.00173333,0.0266667,0.167467,0.8396,0.9764,0.9976,1,1,1,1,1,1,1,,0,0.00133333,0.00133333,0,0.00133333,0,0.00133333,0.008,0.0706667,0.301333,0.290667,0.08,0.00933333,0,0,0,0,0,0,0,,0.417667,0.426933,0.431233,0.425133,0.425533,0.425967,0.4301,0.427867,0.433967,0.435267,0.473067,0.487467,0.487267,0.495133,0.493567,0.4871,0.478933,0.4782,0.4839,0.478767,,2.5788,2.5902,2.6122,2.6042,2.592,2.6282,2.6286,2.657,2.6778,2.7156,2.948,2.9684,2.996,3.0122,2.9772,2.9848,2.9748,2.9576,2.942,2.9212,,0.456153,0.0658316,2.79834,0.277866,0.286712,0.4418,0.622988,0.455462,0.0653545,2.80047,0.2788,0.329308,,0.129533,0.128888
8500,,-0.746311,0.844135,,7184,7201,,0.426507,0.0537572,2.624,0.174278,0.134855,0.367142,,0.482412,0.0642676,2.97396,0.215906,0.117623,0.345618,,7101,73,7133,84,609,,0,0,0,0,0,0,0.000266667,0.00173333,0.0196,0.1792,0.824933,0.977467,0.9964,0.9996,0.999733,1,1,1,1,1,,0,0,0,0,0,0,0.00266667,0.012,0.0693333,0.32,0.317333,0.0813333,0.012,0.00266667,0.00266667,0,0,0,0,0,,0.417633,0.4246,0.424867,0.4271,0.430167,0.4262,0.4268,0.429867,0.431333,0.435667,0.4637,0.470067,0.475333,0.4732,0.475667,0.489033,0.493067,0.485867,0.4907,0.496733,,2.5846,2.6068,2.6044,2.6138,2.6268,2.617,2.6338,2.6672,2.6592,2.6826,2.8716,2.938,2.9276,2.9622,2.9908,2.989,3.0162,3.0126,2.9756,2.9856,,0.45438,0.0652979,2.79827,0.26102,0.303248,0.420656,0.659858,0.45469,0.065624,2.79777,0.260811,0.327947,,0.1258,0.126508
8750,,-0.658523,0.727519,,7141,7246,,0.427363,0.0564611,2.61839,0.174239,0.138496,0.366468,,0.47214,0.0644411,2.92657,0.192491,0.118134,0.341667,,7060,88,7180,67,605,,0,0,0,0,0.000266667,0.000533333,0.000266667,0.00213333,0.0201333,0.208667,0.851067,0.985867,0.998533,0.999733,0.999867,1,1,1,0.999867,1,,0,0,0,0,0.00266667,0.004,0.00266667,0.0146667,0.0626667,0.381333,0.269333,0.06,0.0146667,0.00266667,0.00133333,0,0,0,0.00133333,0,,0.431867,0.425633,0.428233,0.427367,0.417533,0.423433,0.4179,0.430867,0.4371,0.4477,0.4697,0.476667,0.468633,0.472033,0.476133,0.4795,0.4759,0.4735,0.4649,0.4606,,2.6214,2.6102,2.6088,2.5902,2.604,2.6058,2.6226,2.6414,2.6424,2.7154,2.8894,2.8984,2.9108,2.8982,2.9106,2.9234,2.9236,2.9546,2.9542,2.9586,,0.45026,0.0645705,2.7742,0.238576,0.225801,0.341839,0.637042,0.450278,0.064305,2.77566,0.236016,0.254987,,0.128867,0.125993
9000,,-0.438888,0.458528,,7182,7163,,0.434844,0.0567011,2.65647,0.180237,0.13325,0.361485,,0.454303,0.0637345,2.85833,0.171814,0.136535,0.369027,,7118,87,7091,94,610,,0,0,0,0,0.000133333,0,0.000133333,0.0016,0.026,0.178267,0.815733,0.973467,0.996,0.9992,1,1,1,1,1,1,,0,0,0,0,0.00133333,0,0.00133333,0.0106667,0.0786667,0.318667,0.372,0.0733333,0.0146667,0.00266667,0,0,0,0,0,0,,0.4479,0.4401,0.437167,0.436133,0.4336,0.432533,0.427133,0.429767,0.435267,0.429067,0.438233,0.437767,0.4416,0.451133,0.455533,0.460267,0.465267,0.464033,0.462267,0.459067,,2.6224,2.628,2.6556,2.6572,2.6606,2.6902,2.6774,2.6826,2.6474,2.6684,2.7702,2.8122,2.8358,2.8374,2.8354,2.8688,2.882,2.894,2.9022,2.8876,,0.444192,0.0610851,2.75577,0.202107,0.103877,0.155398,0.489168,0.44401,0.0612654,2.75253,0.20034,0.134403,,0.133933,0.132662
9250,,-0.449634,0.476322,,7184,7167,,0.434622,0.0576839,2.64768,0.174153,0.139198,0.374917,,0.460419,0.0633759,2.85458,0.150453,0.134645,0.364855,,7114,113,7089,78,606,,0,0,0,0,0,0.000266667,0.000266667,0.00333333,0.0201333,0.185733,0.813067,0.975733,0.998267,0.999867,0.999867,1,1,1,1,1,,0,0,0,0,0,0.00266667,0.00133333,0.0173333,0.0866667,0.32,0.328,0.0946667,0.012,0.00133333,0.00133333,0,0,0,0,0,,0.440533,0.440167,0.438733,0.435567,0.425833,0.429267,0.430433,0.431533,0.434833,0.4416,0.452333,0.446867,0.4485,0.458567,0.458667,0.4663,0.462867,0.468567,0.471533,0.465167,,2.6704,2.6754,2.6496,2.6482,2.6424,2.626,2.6252,2.6424,2.6498,2.7028,2.7886,2.8434,2.8414,2.8476,2.8578,2.8432,2.8626,2.865,2.8692,2.876,,0.447393,0.0618644,2.75135,0.192114,0.139638,0.20476,0.52781,0.44599,0.061401,2.75,0.186609,0.156637,,0.1366,0.136607
9500,,-0.430449,0.448061,,7182,7113,,0.444984,0.0598879,2.72003,0.174744,0.140212,0.375527,,0.463191,0.0632675,2.9135,0.155807,0.126248,0.353614,,7134,120,7041,91,614,,0,0.000133333,0,0,0,0.000133333,0.0008,0.0024,0.0252,0.17,0.805733,0.972133,0.9972,0.999333,1,1,1,0.999867,1,0.999867,,0,0.00133333,0,0,0,0.00133333,0.00266667,0.0173333,0.08,0.334667,0.369333,0.106667,0.0173333,0.00666667,0,0,0,0.00133333,0,0.00133333,,0.428367,0.439467,0.4478,0.4549,0.450567,0.449033,0.448733,0.446067,0.444533,0.443533,0.454867,0.461,0.4558,0.460833,0.4612,0.461633,0.470467,0.4662,0.4655,0.4696,,2.6988,2.7142,2.7068,2.7292,2.719,2.7148,2.7238,2.7308,2.7284,2.7682,2.8608,2.8668,2.875,2.886,2.9064,2.9216,2.9318,2.937,2.9458,2.9574,,0.454005,0.0622375,2.81613,0.191194,0.0743227,0.143825,0.496327,0.454267,0.0624383,2.81717,0.189659,0.11559,,0.132467,0.131986
9750,,-0.406404,0.428147,,7212,7188,,0.436966,0.0613106,2.72928,0.144049,0.132834,0.358663,,0.460344,0.0613405,2.9153,0.151917,0.118253,0.34559,,7141,116,7128,87,528,,0,0,0.000133333,0.000133333,0.000133333,0,0.000266667,0.00186667,0.0238667,0.1796,0.8088,0.9776,0.9964,0.999067,1,0.999733,0.999867,1,1,1,,0,0,0.00133333,0.00133333,0.00133333,0,0.00266667,0.0133333,0.0666667,0.306667,0.328,0.06,0.0106667,0.004,0,0.00266667,0.00133333,0,0,0,,0.440967,0.4345,0.4391,0.434267,0.436833,0.4441,0.434967,0.434833,0.4356,0.437633,0.454267,0.4528,0.452,0.461267,0.4565,0.458567,0.463133,0.461567,0.466967,0.470867,,2.7078,2.7128,2.7108,2.7328,2.7226,2.7456,2.7536,2.7518,2.7306,2.7554,2.8598,2.9006,2.8942,2.9118,2.913,2.9012,2.9382,2.9444,2.9362,2.917,,0.448537,0.0624995,2.82201,0.174132,0.106039,0.183915,0.526556,0.449297,0.0622301,2.82295,0.172533,0.134349,,0.1252,0.123525
10000,,-0.0865773,0.0849671,,7176,7161,,0.444569,0.0610537,2.7342,0.123126,0.127926,0.359138,,0.436301,0.0576562,2.77315,0.127072,0.134618,0.366375,,7130,98,7085,115,572,,0,0,0,0,0,0,0.000266667,0.00306667,0.0250667,0.186133,0.805333,0.9768,0.996533,0.999867,0.999867,1,1,1,0.999733,1,,0,0,0,0,0,0,0.00266667,0.016,0.0706667,0.350667,0.336,0.088,0.0146667,0.00133333,0.00133333,0,0,0,0.00266667,0,,0.438167,0.4452,0.451367,0.447733,0.440067,0.440267,0.4475,0.447867,0.449467,0.435933,0.443467,0.436367,0.431667,0.440333,0.430267,0.435,0.439033,0.441567,0.432367,0.434767,,2.723,2.7286,2.7088,2.7228,2.7298,2.7424,2.746,2.7648,2.7436,2.7374,2.7464,2.7656,2.7634,2.7658,2.7704,2.772,2.7714,2.7878,2.7964,2.7764,,0.44042,0.059632,2.75314,0.126413,-0.00635677,-0.0679285,0.151499,0.441365,0.0593856,2.75297,0.125346,0.0253093,,0.1314,0.132134
10250,,0.0281851,-0.0274607,,7180,7236,,0.441079,0.0615052,2.7469,0.110764,0.135487,0.367025,,0.429744,0.0578803,2.73412,0.0882313,0.136678,0.37004,,7109,50,7167,88,586,,0,0,0,0,0,0,0.000133333,0.0012,0.0198667,0.183467,0.843333,0.9816,0.9968,0.999733,1,1,1,1,1,1,,0,0,0,0,0,0,0.00133333,0.008,0.0773333,0.333333,0.276,0.0626667,0.0173333,0.00266667,0,0,0,0,0,0,,0.444,0.441633,0.439567,0.4464,0.443167,0.4435,0.4396,0.437033,0.435967,0.4351,0.4257,0.4229,0.421833,0.422233,0.426867,0.431967,0.4319,0.438833,0.436367,0.4373,,2.7638,2.7536,2.7516,2.7566,2.7526,2.7446,2.7366,2.7354,2.738,2.7274,2.7398,2.7386,2.7406,2.7362,2.7356,2.7264,2.7238,2.7282,2.7376,2.739,,0.435093,0.0600628,2.7403,0.100214,0.0316471,-0.0941442,-0.0602626,0.434405,0.0603117,2.73917,0.0999811,0.0457056,,0.136333,0.136413
10500,,0.0293801,-0.0298825,,7231,7223,,0.435175,0.0636018,2.73379,0.0963591,0.132485,0.362477,,0.442617,0.0570736,2.72029,0.0744811,0.124879,0.357347,,7179,109,7173,70,469,,0,0,0,0,0,0,0,0.00253333,0.0272,0.166133,0.821067,0.980933,0.997867,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0,0,0.012,0.0733333,0.250667,0.324,0.056,0.0106667,0.00133333,0,0,0,0,0,0,,0.4358,0.434267,0.4362,0.436733,0.442433,0.442067,0.4347,0.426333,0.424833,0.4399,0.442833,0.442167,0.4452,0.4392,0.442533,0.445267,0.449667,0.4408,0.440867,0.436533,,2.7628,2.7494,2.7392,2.739,2.7292,2.7234,2.7226,2.7178,2.7204,2.7318,2.7258,2.7304,2.7216,2.716,2.7144,2.714,2.7164,2.7222,2.7198,2.7244,,0.438917,0.0603227,2.72703,0.0860458,0.0128277,0.0611049,-0.0770383,0.438573,0.0600584,2.7259,0.0863145,0.0296496,,0.1294,0.130122
10750,,0.0680416,-0.065159,,7141,7208,,0.444069,0.0663374,2.73934,0.0771227,0.132867,0.369495,,0.425257,0.0560823,2.7087,0.076967,0.133463,0.36918,,7070,93,7132,95,610,,0.000133333,0,0,0,0.000266667,0,0.0004,0.00306667,0.0317333,0.201733,0.818533,0.980133,0.996933,0.999733,1,1,0.999867,0.999733,1,1,,0.00133333,0,0,0,0.00266667,0,0.00266667,0.0146667,0.088,0.370667,0.296,0.0733333,0.012,0.00266667,0,0,0.00133333,0.00266667,0,0,,0.441,0.437533,0.439233,0.448133,0.448167,0.442967,0.441233,0.445333,0.447533,0.447833,0.438667,0.432167,0.427667,0.429267,0.428567,0.424667,0.419333,0.4218,0.415867,0.4242,,2.7484,2.7414,2.7368,2.737,2.7332,2.733,2.7366,2.7348,2.7456,2.7382,2.73,2.719,2.7172,2.713,2.7066,2.7084,2.71,2.7016,2.6956,2.6972,,0.435058,0.0620802,2.72418,0.0784814,0.026126,-0.147762,-0.19,0.435018,0.0621323,2.72361,0.0768119,0.0461429,,0.132533,0.135102
11000,,0.0346605,-0.0350087,,7201,7174,,0.430499,0.0665653,2.73818,0.0826535,0.136231,0.363285,,0.434824,0.0570733,2.72208,0.0756881,0.136883,0.370802,,7139,74,7107,84,596,,0,0.000133333,0.0004,0.000133333,0.000133333,0,0.000533333,0.00373333,0.0170667,0.177867,0.822933,0.9764,0.9972,0.999467,1,1,1,1,1,1,,0,0.00133333,0.004,0.00133333,0.00133333,0,0.004,0.0186667,0.0586667,0.317333,0.32,0.0893333,0.0133333,0.004,0,0,0,0,0,0,,0.4249,0.426233,0.4279,0.427933,0.424633,0.4273,0.435433,0.4368,0.440233,0.432833,0.422433,0.418967,0.4233,0.432167,0.439,0.440533,0.4376,0.440233,0.440667,0.447767,,2.7262,2.7282,2.7336,2.7378,2.7428,2.7398,2.7474,2.7478,2.7376,2.7372,2.7282,2.7268,2.729,2.731,2.7242,2.724,2.714,2.7272,2.7114,2.7098,,0.432343,0.0620335,2.7302,0.0794478,-0.0182145,0.0325286,-0.0997823,0.431588,0.0620394,2.73028,0.0793607,0.013457,,0.136,0.134171
11250,,0.0347276,-0.0349209,,7169,7158,,0.443772,0.0659352,2.72904,0.091013,0.126768,0.353093,,0.446242,0.054462,2.71339,0.0648025,0.145013,0.384543,,7111,98,7084,113,594,,0.0004,0,0,0,0.000133333,0,0.000266667,0.000666667,0.0150667,0.1992,0.807067,0.9744,0.9936,0.9996,1,1,1,0.999867,1,1,,0.004,0,0,0,0.00133333,0,0.00266667,0.00533333,0.0533333,0.382667,0.328,0.0853333,0.0306667,0.00266667,0,0,0,0.00133333,0,0,,0.445033,0.4455,0.4433,0.446167,0.4407,0.435833,0.4383,0.450167,0.443233,0.4534,0.4544,0.4472,0.446667,0.4401,0.4405,0.446933,0.444033,0.4515,0.449433,0.445833,,2.7212,2.722,2.7412,2.7228,2.7244,2.726,2.7376,2.7276,2.734,2.7352,2.7322,2.7254,2.7124,2.713,2.7144,2.7144,2.7062,2.7066,2.7072,2.708,,0.445412,0.0605859,2.72159,0.0793371,0.0062542,0.0196148,-0.096459,0.444762,0.0605807,2.72151,0.0802423,0.0230248,,0.1358,0.136692
11500,,0.07976,-0.078567,,7222,7114,,0.453455,0.0685734,2.7772,0.115716,0.123096,0.349579,,0.446672,0.058123,2.74202,0.0837683,0.133539,0.370043,,7137,60,7041,116,646,,0,0,0,0,0,0,0.00106667,0.00373333,0.0172,0.167467,0.798933,0.971733,0.995333,1,1,1,0.999867,1,1,1,,0,0,0,0,0,0,0.00533333,0.0173333,0.064,0.308,0.38,0.0893333,0.02,0,0,0,0.00133333,0,0,0,,0.4357,0.441133,0.446367,0.4538,0.454933,0.4562,0.461167,0.463167,0.461833,0.464333,0.460433,0.454167,0.452333,0.4555,0.449233,0.4407,0.443433,0.438467,0.435867,0.4456,,2.7508,2.763,2.7518,2.757,2.7796,2.7852,2.7824,2.7876,2.8134,2.809,2.7652,2.7604,2.758,2.7456,2.7388,2.7314,2.7332,2.7344,2.7396,2.73,,0.450718,0.0639162,2.76082,0.103503,0.040331,-0.0508705,-0.169096,0.449297,0.0636239,2.75951,0.101897,0.0632961,,0.129867,0.130468
11750,,0.220283,-0.20773,,7192,7198,,0.477569,0.0677502,2.84625,0.148485,0.12208,0.343341,,0.450354,0.060922,2.75399,0.0910885,0.129064,0.3602,,7121,86,7111,65,617,,0.000133333,0,0,0.000133333,0,0,0,0.00293333,0.0208,0.184267,0.827733,0.980267,0.997333,0.999867,1,1,0.999867,1,1,1,,0.00133333,0,0,0.00133333,0,0,0,0.008,0.0706667,0.321333,0.290667,0.0986667,0.0186667,0.00133333,0,0,0.00133333,0,0,0,,0.494567,0.494167,0.4839,0.483067,0.477933,0.469633,0.476667,0.4632,0.459367,0.458167,0.439567,0.441733,0.438467,0.4491,0.448367,0.463233,0.456167,0.458733,0.455033,0.4539,,2.8804,2.8658,2.8654,2.8444,2.8374,2.8348,2.8312,2.8284,2.843,2.8072,2.764,2.7462,2.74,2.7402,2.7488,2.7602,2.7564,2.7622,2.7664,2.7716,,0.463248,0.0657611,2.7997,0.131026,0.101334,-0.204167,-0.346321,0.463103,0.0647814,2.7999,0.127448,0.120905,,0.126267,0.124457
12000,,0.496074,-0.467713,,7235,7226,,0.480435,0.06655,2.96191,0.187681,0.124119,0.350247,,0.452968,0.0597807,2.7554,0.0967014,0.135068,0.366946,,7157,68,7159,84,532,,0.000133333,0,0,0,0,0,0,0.0012,0.018,0.164267,0.833067,0.9788,0.995733,0.9992,0.999867,1,1,1,1,1,,0.00133333,0,0,0,0,0,0,0.00933333,0.06,0.282667,0.282667,0.056,0.0186667,0.00666667,0.00133333,0,0,0,0,0,,0.4817,0.485067,0.483833,0.4783,0.477933,0.482867,0.472933,0.476133,0.482167,0.479833,0.459833,0.460333,0.456967,0.451533,0.455067,0.4471,0.4474,0.452767,0.446267,0.458767,,2.9726,2.9862,2.9616,2.9906,2.9812,2.9692,2.937,2.933,2.9464,2.8942,2.8042,2.7702,2.762,2.7546,2.7502,2.7516,2.751,2.7478,2.7376,2.762,,0.46684,0.0648196,2.85816,0.180739,0.137092,-0.209051,-0.562986,0.467248,0.0645745,2.8591,0.18022,0.159658,,0.130133,0.129065
12250,,0.535038,-0.506365,,7195,7205,,0.488332,0.0657286,3.00734,0.205169,0.121612,0.348847,,0.462162,0.0618489,2.78821,0.11995,0.120333,0.345822,,7127,90,7123,72,588,,0.000266667,0,0,0,0,0,0,0.002,0.0173333,0.182267,0.822133,0.978133,0.9972,1,1,1,1,1,0.999867,1,,0.00266667,0,0,0,0,0,0,0.0106667,0.0573333,0.334667,0.292,0.0866667,0.0146667,0,0,0,0,0,0.00133333,0,,0.4896,0.4834,0.478,0.4837,0.491733,0.4828,0.489233,0.495133,0.4956,0.491267,0.4645,0.459533,0.4665,0.470067,0.465767,0.458533,0.464633,0.462667,0.458833,0.455433,,3.0024,2.9828,2.9756,2.9758,3.0028,3.0224,3.0322,3.044,3.0228,2.9844,2.8654,2.8036,2.8024,2.7934,2.7824,2.7794,2.7762,2.7788,2.7712,2.7814,,0.475347,0.0652633,2.89897,0.200313,0.130116,-0.199222,-0.538763,0.476003,0.0657989,2.89762,0.197082,0.166719,,0.121,0.120626
12500,,0.581486,-0.525982,,7253,7133,,0.505019,0.0653961,3.05034,0.215737,0.115676,0.332724,,0.456813,0.0658778,2.82005,0.146217,0.129539,0.356216,,7191,88,7064,74,583,,0,0,0.000133333,0,0.000133333,0.000133333,0.000133333,0.0016,0.0229333,0.1616,0.799467,0.971067,0.9984,0.999067,1,1,0.999733,1,0.999733,0.999733,,0,0,0.00133333,0,0.00133333,0.00133333,0.00133333,0.00666667,0.0626667,0.262667,0.361333,0.096,0.0106667,0.00533333,0,0,0.00266667,0,0.00266667,0.00266667,,0.493933,0.487633,0.498833,0.498233,0.504033,0.5137,0.5124,0.511833,0.512167,0.513633,0.476033,0.470333,0.467167,0.4631,0.4668,0.459133,0.452867,0.445667,0.440667,0.4443,,3.0268,3.0434,3.0154,3.0228,3.0372,3.0544,3.0752,3.075,3.0824,3.0386,2.8904,2.8592,2.8386,2.845,2.841,2.8166,2.7968,2.8046,2.7872,2.7874,,0.481623,0.0698335,2.9369,0.21692,0.214426,-0.339914,-0.521351,0.480323,0.0703704,2.94064,0.218008,0.228663,,0.121467,0.117913
